Transaction,Amount,Time of Day,Location,Fraudulent
Purchase,2619,15,Chennai,0
Withdrawal,1614,5,Delhi,0
Purchase,3484,5,Chennai,0
Withdrawal,850,23,Bangalore,0
Purchase,4869,19,Delhi,0
Transfer,4046,10,Delhi,0
Purchase,3469,11,Thrissur,0
Withdrawal,3712,22,Kolkata,0
Transfer,1785,6,Gujarat,0
Purchase,1276,12,Gujarat,0
Purchase,1357,13,Gujarat,0
Transfer,1398,2,Gujarat,0
Purchase,3418,19,Kolkata,0
Transfer,2012,20,Bangalore,0
Withdrawal,4917,20,Kolkata,0
Purchase,3051,23,Kashmir,0
Transfer,2498,4,Thrissur,0
Withdrawal,1442,1,Kolkata,0
Purchase,4607,20,Gujarat,0
Purchase,2947,5,Coimbatore,0
Withdrawal,3226,8,Delhi,0
Withdrawal,3619,1,Bangalore,0
Transfer,4148,17,Delhi,0
Purchase,157,15,Mumbai,0
Transfer,4882,4,Bangalore,0
Withdrawal,4672,6,Gujarat,0
Withdrawal,2632,16,Kashmir,0
Withdrawal,4288,4,Kolkata,1
Withdrawal,3162,16,Bangalore,0
Withdrawal,1036,11,Kolkata,0
Transfer,1550,3,Kolkata,1
Purchase,47899,12,Kashmir,1
Purchase,1702,8,Delhi,0
Transfer,4944,5,Thrissur,0
Withdrawal,3353,4,Bangalore,0
Transfer,4153,11,Bangalore,0
Transfer,3345,8,Coimbatore,0
Transfer,3458,20,Bangalore,0
Purchase,49634,9,Mumbai,1
Transfer,29,3,Thrissur,0
Withdrawal,3242,23,Bangalore,0
Transfer,765,22,Kashmir,0
Purchase,4157,23,Kashmir,0
Withdrawal,3516,5,Kashmir,0
Withdrawal,2980,2,Kashmir,0
Transfer,3296,0,Gujarat,0
Transfer,2731,2,Gujarat,0
Transfer,33251,23,Mumbai,1
Withdrawal,1145,18,Bangalore,0
Purchase,3979,19,Coimbatore,0
Withdrawal,2732,6,Thrissur,0
Withdrawal,14205,1,Delhi,1
Transfer,2255,5,Chennai,0
Purchase,605,5,Chennai,0
Purchase,2531,0,Kashmir,0
Transfer,2952,8,Delhi,0
Transfer,2261,0,Thrissur,0
Transfer,1908,0,Coimbatore,0
Purchase,3620,7,Bangalore,0
Purchase,4455,0,Mumbai,0
Purchase,3887,5,Kashmir,0
Withdrawal,3543,14,Coimbatore,0
Purchase,3440,23,Kashmir,0
Purchase,4687,7,Thrissur,0
Withdrawal,4453,22,Kashmir,0
Purchase,31074,23,Mumbai,1
Withdrawal,1766,5,Gujarat,0
Withdrawal,1135,20,Bangalore,0
Withdrawal,3475,22,Mumbai,0
Purchase,1088,6,Kolkata,0
Transfer,3960,12,Bangalore,0
Withdrawal,2512,18,Mumbai,0
Withdrawal,2197,8,Thrissur,0
Transfer,916,17,Bangalore,0
Purchase,3202,14,Thrissur,0
Withdrawal,25531,3,Bangalore,1
Withdrawal,2400,8,Delhi,0
Purchase,1045,18,Thrissur,0
Withdrawal,30652,1,Gujarat,1
Purchase,4164,19,Chennai,0
Withdrawal,2275,8,Gujarat,0
Withdrawal,258,20,Mumbai,0
Purchase,458,7,Chennai,0
Transfer,233,20,Chennai,0
Purchase,4364,1,Coimbatore,0
Transfer,3657,22,Bangalore,0
Transfer,1088,3,Coimbatore,0
Transfer,1259,19,Thrissur,0
Transfer,26793,5,Chennai,1
Withdrawal,8146,2,Kolkata,1
Transfer,4660,4,Mumbai,0
Withdrawal,2641,16,Gujarat,0
Transfer,4944,0,Kolkata,0
Purchase,4691,20,Chennai,0
Transfer,447,21,Kolkata,0
Transfer,1349,6,Chennai,0
Purchase,2119,13,Kashmir,0
Transfer,2211,20,Delhi,0
Transfer,1376,12,Delhi,0
Transfer,4985,11,Bangalore,0
Purchase,4060,15,Gujarat,0
Withdrawal,3436,15,Mumbai,0
Transfer,2999,8,Thrissur,0
Transfer,2182,13,Thrissur,0
Purchase,882,9,Kashmir,0
Transfer,885,6,Bangalore,0
Purchase,598,19,Kashmir,0
Withdrawal,701,10,Chennai,0
Withdrawal,424,17,Chennai,0
Transfer,2683,7,Kashmir,0
Withdrawal,3634,12,Delhi,0
Transfer,678,8,Chennai,0
Withdrawal,245,2,Delhi,0
Purchase,2129,2,Mumbai,0
Withdrawal,4053,12,Thrissur,0
Withdrawal,24555,2,Kolkata,1
Transfer,2501,7,Delhi,0
Purchase,659,20,Chennai,0
Transfer,3292,18,Gujarat,0
Withdrawal,3213,3,Chennai,0
Withdrawal,4020,21,Delhi,0
Purchase,4457,22,Gujarat,0
Withdrawal,1824,7,Coimbatore,0
Transfer,1681,5,Mumbai,0
Withdrawal,129,1,Gujarat,0
Withdrawal,2439,14,Coimbatore,0
Transfer,2675,7,Thrissur,0
Transfer,987,18,Bangalore,0
Transfer,4883,23,Delhi,0
Purchase,532,8,Gujarat,0
Withdrawal,2854,16,Thrissur,0
Transfer,30117,6,Mumbai,1
Purchase,4942,17,Thrissur,0
Transfer,3923,23,Chennai,0
Purchase,368,0,Bangalore,0
Transfer,1160,10,Bangalore,0
Transfer,1468,8,Chennai,0
Purchase,4558,8,Gujarat,0
Purchase,4293,3,Mumbai,0
Purchase,4360,5,Gujarat,0
Purchase,3260,18,Gujarat,0
Purchase,1483,5,Delhi,0
Purchase,37443,18,Delhi,1
Purchase,4095,1,Kashmir,0
Transfer,2003,8,Gujarat,0
Transfer,4062,16,Kolkata,0
Purchase,4116,10,Gujarat,0
Purchase,619,0,Kolkata,0
Withdrawal,4148,10,Coimbatore,0
Transfer,3128,6,Thrissur,0
Purchase,371,4,Kashmir,0
Purchase,4658,17,Kolkata,0
Purchase,2358,22,Coimbatore,0
Withdrawal,2876,4,Kolkata,0
Withdrawal,4032,16,Bangalore,0
Withdrawal,4604,10,Kolkata,0
Withdrawal,2969,16,Bangalore,0
Withdrawal,4722,1,Chennai,1
Transfer,1998,18,Chennai,0
Transfer,874,13,Thrissur,0
Withdrawal,3794,22,Kolkata,0
Transfer,7731,2,Bangalore,1
Withdrawal,3028,10,Bangalore,0
Transfer,119,14,Coimbatore,0
Purchase,3879,14,Gujarat,0
Purchase,1205,17,Mumbai,0
Withdrawal,33343,2,Kashmir,1
Purchase,1698,16,Coimbatore,0
Purchase,830,0,Delhi,0
Transfer,1968,17,Kashmir,0
Purchase,725,13,Mumbai,0
Transfer,1394,5,Chennai,0
Withdrawal,1792,19,Chennai,0
Withdrawal,23677,5,Bangalore,1
Transfer,9416,18,Mumbai,1
Purchase,3697,11,Gujarat,0
Purchase,31198,0,Gujarat,1
Withdrawal,3576,21,Mumbai,0
Purchase,3630,4,Gujarat,0
Purchase,2911,9,Gujarat,0
Withdrawal,705,5,Coimbatore,0
Purchase,2149,22,Delhi,0
Withdrawal,389,23,Mumbai,0
Transfer,3879,11,Kolkata,0
Transfer,205,9,Kolkata,0
Withdrawal,3096,17,Delhi,0
Transfer,47035,4,Delhi,1
Withdrawal,2683,2,Gujarat,0
Purchase,3254,10,Kashmir,1
Transfer,4594,23,Coimbatore,0
Transfer,15578,4,Kashmir,1
Withdrawal,1932,6,Delhi,0
Withdrawal,2474,15,Chennai,0
Purchase,982,2,Gujarat,0
Transfer,4359,14,Delhi,0
Purchase,92,12,Bangalore,0
Transfer,1137,12,Kolkata,0
Purchase,4509,1,Kashmir,0
Transfer,2681,11,Chennai,0
Transfer,15536,3,Kashmir,1
Transfer,3979,16,Kolkata,0
Withdrawal,617,22,Delhi,0
Purchase,45,15,Coimbatore,0
Transfer,2559,5,Bangalore,0
Withdrawal,1714,22,Bangalore,0
Purchase,2702,17,Gujarat,0
Withdrawal,4089,20,Gujarat,0
Transfer,13507,23,Chennai,1
Purchase,2337,11,Thrissur,0
Withdrawal,2438,18,Mumbai,0
Transfer,2799,19,Kolkata,0
Purchase,1460,0,Delhi,0
Purchase,3269,11,Delhi,0
Transfer,3587,8,Gujarat,0
Transfer,3811,19,Coimbatore,0
Purchase,1204,2,Kashmir,0
Transfer,4708,0,Delhi,0
Withdrawal,2851,15,Delhi,0
Transfer,15113,3,Delhi,1
Transfer,3495,22,Thrissur,0
Purchase,155,0,Thrissur,0
Purchase,4291,12,Kolkata,0
Transfer,4136,1,Delhi,0
Purchase,4276,17,Kolkata,0
Withdrawal,1171,13,Mumbai,0
Transfer,3119,13,Gujarat,0
Purchase,7079,2,Delhi,1
Purchase,2070,19,Delhi,0
Transfer,623,11,Coimbatore,0
Transfer,2468,15,Thrissur,0
Withdrawal,2887,14,Delhi,0
Transfer,1095,6,Thrissur,0
Withdrawal,972,14,Thrissur,0
Transfer,2049,2,Kashmir,0
Transfer,288,8,Coimbatore,0
Purchase,179,1,Coimbatore,0
Transfer,2094,19,Delhi,0
Transfer,3640,22,Chennai,0
Purchase,477,0,Gujarat,0
Transfer,3933,11,Mumbai,0
Withdrawal,36722,0,Kashmir,1
Transfer,836,15,Kolkata,0
Transfer,829,12,Kashmir,0
Purchase,4371,6,Gujarat,0
Withdrawal,537,2,Kolkata,0
Purchase,660,22,Chennai,0
Withdrawal,1301,10,Kolkata,0
Withdrawal,1533,16,Thrissur,0
Purchase,7496,0,Kolkata,1
Transfer,2844,2,Kolkata,0
Transfer,250,7,Kolkata,0
Purchase,4095,10,Kolkata,0
Transfer,1619,11,Gujarat,0
Purchase,4044,18,Bangalore,0
Purchase,3007,9,Kashmir,0
Transfer,3701,5,Gujarat,0
Transfer,38462,1,Mumbai,1
Withdrawal,3976,22,Coimbatore,0
Purchase,4037,0,Thrissur,0
Transfer,27475,9,Kashmir,1
Transfer,41879,0,Bangalore,1
Withdrawal,2999,0,Kashmir,1
Transfer,818,10,Coimbatore,0
Transfer,2529,0,Bangalore,0
Purchase,1715,20,Delhi,0
Transfer,3429,3,Kashmir,0
Purchase,1419,18,Kolkata,0
Withdrawal,25495,1,Bangalore,1
Purchase,3323,13,Thrissur,0
Purchase,2692,19,Bangalore,0
Transfer,901,19,Coimbatore,0
Purchase,45319,2,Mumbai,1
Purchase,3151,1,Kashmir,0
Withdrawal,886,17,Kolkata,0
Withdrawal,51,3,Kolkata,0
Withdrawal,561,5,Kolkata,0
Purchase,23698,21,Chennai,1
Purchase,4994,22,Kashmir,0
Transfer,4234,14,Gujarat,0
Transfer,4143,6,Gujarat,0
Purchase,2156,2,Bangalore,0
Transfer,3179,3,Gujarat,0
Withdrawal,2657,17,Bangalore,0
Purchase,1414,22,Mumbai,0
Purchase,1282,16,Coimbatore,0
Purchase,2995,12,Gujarat,0
Transfer,1630,20,Delhi,0
Withdrawal,3562,2,Kolkata,0
Transfer,2479,23,Kolkata,0
Purchase,2342,16,Gujarat,0
Purchase,1385,2,Coimbatore,0
Transfer,3564,16,Kolkata,0
Purchase,388,9,Delhi,0
Purchase,24,5,Coimbatore,0
Purchase,2726,17,Kolkata,0
Purchase,3490,9,Gujarat,0
Withdrawal,46423,0,Delhi,1
Transfer,449,15,Gujarat,0
Purchase,3866,3,Thrissur,0
Withdrawal,2335,10,Kolkata,0
Transfer,4040,0,Chennai,0
Purchase,3256,2,Chennai,0
Purchase,654,9,Delhi,0
Purchase,896,9,Kolkata,0
Purchase,786,21,Delhi,0
Purchase,3501,7,Delhi,0
Purchase,2642,4,Coimbatore,0
Purchase,561,7,Coimbatore,0
Transfer,1757,7,Kashmir,0
Withdrawal,444,8,Gujarat,0
Transfer,38154,2,Chennai,1
Withdrawal,3436,4,Kolkata,0
Transfer,1057,22,Thrissur,0
Withdrawal,1285,8,Chennai,0
Withdrawal,3617,7,Kolkata,0
Purchase,13155,1,Kolkata,1
Purchase,3269,10,Chennai,0
Transfer,714,4,Mumbai,1
Withdrawal,3454,15,Coimbatore,0
Withdrawal,4069,15,Bangalore,0
Withdrawal,1401,3,Kashmir,0
Transfer,2080,8,Chennai,0
Transfer,4871,12,Kashmir,0
Purchase,3660,17,Kashmir,0
Transfer,753,1,Delhi,0
Transfer,11012,2,Delhi,1
Withdrawal,1339,4,Kashmir,0
Transfer,3943,1,Bangalore,0
Transfer,2836,21,Coimbatore,0
Transfer,4176,12,Bangalore,0
Purchase,1518,10,Gujarat,0
Purchase,802,4,Bangalore,0
Purchase,5000,9,Delhi,0
Withdrawal,4506,19,Delhi,0
Transfer,26,4,Chennai,0
Transfer,3564,8,Thrissur,0
Purchase,1977,9,Delhi,0
Withdrawal,2784,23,Kashmir,0
Withdrawal,781,10,Bangalore,0
Withdrawal,2098,12,Kolkata,0
Purchase,255,7,Mumbai,0
Purchase,1140,22,Thrissur,0
Withdrawal,4522,21,Kashmir,0
Purchase,4353,13,Kashmir,0
Transfer,26602,2,Delhi,1
Purchase,360,13,Chennai,0
Transfer,1571,16,Thrissur,0
Purchase,3519,10,Kashmir,0
Purchase,523,13,Mumbai,0
Withdrawal,1719,16,Chennai,0
Transfer,2328,20,Chennai,0
Purchase,1010,18,Bangalore,0
Purchase,368,19,Kolkata,0
Withdrawal,2418,15,Kolkata,0
Purchase,5082,1,Kashmir,1
Purchase,4057,0,Delhi,0
Withdrawal,3632,3,Chennai,0
Transfer,916,17,Gujarat,0
Withdrawal,2425,2,Kolkata,0
Purchase,2864,6,Chennai,0
Withdrawal,28299,5,Chennai,1
Transfer,3398,10,Chennai,0
Transfer,1898,19,Thrissur,0
Transfer,2183,20,Chennai,0
Withdrawal,2437,16,Chennai,0
Withdrawal,3396,1,Kolkata,0
Purchase,2731,0,Kolkata,1
Transfer,4024,2,Chennai,0
Withdrawal,1364,22,Kashmir,0
Transfer,1408,22,Thrissur,0
Withdrawal,2314,5,Coimbatore,0
Purchase,4630,10,Bangalore,0
Transfer,4535,3,Mumbai,0
Transfer,3114,0,Chennai,0
Withdrawal,1516,5,Thrissur,0
Purchase,334,21,Gujarat,0
Withdrawal,4178,7,Mumbai,0
Purchase,66,17,Delhi,0
Withdrawal,1956,0,Chennai,0
Purchase,104,0,Coimbatore,0
Purchase,3942,1,Mumbai,0
Purchase,3807,10,Chennai,0
Transfer,2537,20,Kashmir,0
Transfer,4975,9,Coimbatore,0
Purchase,3010,20,Bangalore,0
Transfer,10420,10,Kashmir,1
Transfer,2018,15,Kolkata,0
Withdrawal,3155,8,Bangalore,0
Purchase,3078,14,Kolkata,0
Purchase,2040,20,Mumbai,0
Withdrawal,921,16,Kolkata,0
Withdrawal,4816,21,Delhi,0
Purchase,3360,16,Coimbatore,0
Withdrawal,4283,10,Bangalore,0
Withdrawal,1557,6,Delhi,0
Purchase,4985,19,Gujarat,0
Withdrawal,1389,23,Coimbatore,0
Withdrawal,1531,15,Mumbai,0
Withdrawal,2104,22,Mumbai,0
Withdrawal,4593,18,Kolkata,0
Transfer,1323,2,Kolkata,0
Transfer,3255,1,Kolkata,0
Transfer,4841,18,Bangalore,0
Withdrawal,4785,3,Kolkata,0
Purchase,4101,16,Kashmir,0
Withdrawal,4574,9,Kolkata,0
Transfer,1799,22,Coimbatore,0
Transfer,741,4,Kashmir,0
Withdrawal,4489,15,Kashmir,0
Withdrawal,4657,16,Gujarat,0
Transfer,192,15,Kolkata,0
Transfer,4760,18,Kolkata,0
Purchase,623,4,Gujarat,0
Transfer,1821,1,Kashmir,1
Withdrawal,824,16,Chennai,0
Transfer,2533,8,Bangalore,0
Withdrawal,1121,14,Bangalore,0
Transfer,2935,20,Chennai,0
Transfer,255,19,Chennai,0
Withdrawal,1849,13,Chennai,0
Purchase,2483,3,Delhi,0
Purchase,815,9,Mumbai,0
Purchase,4328,6,Delhi,0
Transfer,3190,20,Mumbai,0
Purchase,3025,3,Delhi,0
Withdrawal,4906,15,Coimbatore,0
Withdrawal,1063,21,Mumbai,0
Purchase,3695,21,Kashmir,0
Purchase,4917,13,Kolkata,0
Purchase,207,5,Mumbai,0
Withdrawal,4091,15,Chennai,0
Transfer,4164,22,Kashmir,1
Withdrawal,22807,2,Delhi,1
Withdrawal,338,8,Chennai,0
Purchase,3670,0,Coimbatore,0
Purchase,3100,2,Kolkata,0
Purchase,4782,7,Coimbatore,0
Transfer,1191,22,Mumbai,0
Purchase,799,21,Delhi,0
Transfer,960,16,Coimbatore,0
Transfer,2813,12,Kashmir,0
Withdrawal,2703,15,Thrissur,0
Purchase,3576,14,Kashmir,0
Purchase,4354,13,Thrissur,0
Transfer,1581,6,Gujarat,0
Transfer,2039,2,Gujarat,0
Transfer,355,1,Kashmir,1
Purchase,2097,3,Kashmir,0
Purchase,4480,2,Mumbai,0
Transfer,1859,13,Delhi,0
Transfer,3667,11,Kashmir,0
Withdrawal,4317,21,Delhi,0
Withdrawal,353,7,Thrissur,0
Transfer,840,5,Kashmir,0
Purchase,456,14,Bangalore,0
Transfer,44159,1,Delhi,1
Withdrawal,3543,14,Thrissur,0
Withdrawal,2946,21,Chennai,0
Purchase,4855,18,Gujarat,0
Withdrawal,3247,17,Gujarat,0
Withdrawal,4588,16,Coimbatore,0
Transfer,3159,4,Kashmir,0
Purchase,449,12,Mumbai,0
Transfer,2663,2,Thrissur,0
Withdrawal,478,3,Chennai,0
Transfer,2335,7,Kolkata,0
Withdrawal,582,1,Delhi,0
Purchase,37035,3,Gujarat,1
Purchase,884,3,Gujarat,0
Withdrawal,16795,1,Chennai,1
Transfer,1561,23,Gujarat,0
Transfer,1272,22,Mumbai,0
Purchase,3461,17,Bangalore,0
Purchase,3532,17,Kashmir,0
Purchase,3843,8,Chennai,0
Transfer,3939,22,Mumbai,0
Purchase,14,4,Kashmir,0
Transfer,1345,11,Thrissur,0
Purchase,2691,22,Delhi,0
Purchase,233,16,Bangalore,0
Transfer,33004,2,Mumbai,1
Transfer,2527,3,Delhi,0
Withdrawal,288,6,Kashmir,0
Purchase,154,17,Delhi,0
Purchase,3467,19,Coimbatore,0
Withdrawal,24532,13,Mumbai,1
Transfer,258,18,Kashmir,0
Transfer,1902,4,Kolkata,0
Withdrawal,618,3,Chennai,0
Purchase,4507,16,Thrissur,0
Purchase,4049,7,Delhi,0
Transfer,3842,11,Kolkata,0
Withdrawal,657,2,Gujarat,0
Purchase,4161,5,Thrissur,0
Withdrawal,4666,17,Bangalore,0
Purchase,2672,9,Delhi,0
Purchase,2041,21,Kashmir,0
Withdrawal,3921,22,Kolkata,0
Purchase,1808,14,Thrissur,0
Transfer,4962,23,Chennai,0
Transfer,1145,17,Thrissur,0
Transfer,590,0,Delhi,0
Purchase,3910,4,Gujarat,0
Transfer,505,1,Bangalore,0
Purchase,1458,3,Gujarat,0
Withdrawal,10248,1,Chennai,1
Transfer,1458,3,Thrissur,0
Transfer,4094,13,Mumbai,0
Transfer,4238,10,Thrissur,0
Transfer,10927,4,Delhi,1
Transfer,48599,2,Chennai,1
Purchase,44419,5,Delhi,1
Purchase,4967,11,Mumbai,0
Withdrawal,2708,11,Mumbai,0
Purchase,3078,13,Chennai,0
Purchase,3639,10,Kashmir,0
Withdrawal,3113,15,Bangalore,0
Withdrawal,2876,21,Gujarat,0
Purchase,2372,5,Mumbai,0
Withdrawal,702,5,Delhi,0
Withdrawal,4303,4,Coimbatore,0
Purchase,2016,15,Chennai,0
Transfer,2423,15,Kolkata,0
Withdrawal,617,5,Gujarat,0
Transfer,26,1,Bangalore,0
Withdrawal,1523,21,Gujarat,0
Transfer,43995,23,Kashmir,1
Withdrawal,1934,4,Mumbai,0
Transfer,1971,17,Gujarat,0
Withdrawal,3245,2,Kashmir,0
Transfer,30234,2,Mumbai,1
Transfer,1448,17,Mumbai,0
Withdrawal,3519,23,Coimbatore,0
Purchase,2628,21,Mumbai,0
Withdrawal,1339,14,Chennai,0
Transfer,4124,11,Mumbai,0
Purchase,210,14,Delhi,0
Purchase,1434,21,Bangalore,0
Transfer,2057,7,Delhi,0
Withdrawal,3220,17,Kolkata,0
Purchase,589,19,Mumbai,0
Transfer,3994,22,Kashmir,0
Withdrawal,4947,7,Kolkata,0
Transfer,48463,0,Delhi,1
Withdrawal,913,11,Gujarat,0
Purchase,4670,17,Kashmir,0
Transfer,3539,22,Bangalore,0
Purchase,2524,16,Delhi,0
Transfer,1504,21,Delhi,0
Transfer,4969,10,Mumbai,0
Withdrawal,3629,20,Kashmir,0
Withdrawal,3984,20,Chennai,0
Transfer,836,11,Gujarat,0
Purchase,3176,1,Bangalore,0
Purchase,56,0,Gujarat,0
Purchase,53,6,Delhi,0
Withdrawal,367,1,Coimbatore,0
Withdrawal,1520,14,Bangalore,0
Purchase,1240,8,Chennai,0
Transfer,4903,7,Bangalore,0
Transfer,2043,0,Thrissur,0
Withdrawal,3060,1,Thrissur,0
Withdrawal,868,17,Kashmir,0
Transfer,4931,19,Kolkata,0
Transfer,248,4,Thrissur,0
Purchase,38,16,Mumbai,0
Transfer,4659,6,Gujarat,0
Withdrawal,3483,15,Coimbatore,0
Transfer,1163,1,Mumbai,0
Withdrawal,4576,12,Kashmir,0
Transfer,2175,8,Kolkata,0
Withdrawal,3891,12,Coimbatore,0
Transfer,24556,5,Chennai,1
Transfer,865,19,Bangalore,0
Withdrawal,2457,22,Kashmir,0
Purchase,4197,19,Delhi,0
Withdrawal,4308,22,Gujarat,0
Withdrawal,799,23,Gujarat,0
Transfer,39421,3,Gujarat,1
Purchase,2230,14,Kashmir,0
Transfer,4005,16,Kashmir,0
Withdrawal,2146,11,Thrissur,0
Transfer,16392,1,Mumbai,1
Withdrawal,33276,13,Gujarat,1
Transfer,3562,11,Delhi,0
Withdrawal,1749,10,Kashmir,0
Purchase,170,21,Bangalore,0
Withdrawal,1664,4,Chennai,0
Purchase,4082,1,Kolkata,0
Withdrawal,3318,1,Bangalore,0
Purchase,3184,15,Kashmir,0
Withdrawal,3362,12,Chennai,0
Transfer,2568,16,Kashmir,0
Purchase,1156,3,Kashmir,0
Transfer,2862,6,Delhi,0
Withdrawal,2565,6,Thrissur,0
Transfer,2173,11,Delhi,0
Purchase,110,2,Delhi,0
Purchase,3206,15,Gujarat,0
Purchase,468,11,Chennai,0
Transfer,2634,1,Delhi,0
Withdrawal,4982,11,Bangalore,0
Purchase,2103,3,Mumbai,0
Transfer,1381,15,Coimbatore,0
Transfer,41379,1,Kolkata,1
Withdrawal,1137,17,Kashmir,0
Purchase,1539,5,Kashmir,0
Withdrawal,546,18,Kashmir,0
Withdrawal,1797,11,Coimbatore,0
Purchase,3753,19,Chennai,0
Withdrawal,2254,8,Chennai,0
Withdrawal,13886,2,Gujarat,1
Withdrawal,3847,4,Chennai,0
Purchase,4196,18,Kashmir,0
Purchase,3698,8,Gujarat,0
Transfer,3805,1,Kashmir,0
Withdrawal,4814,4,Bangalore,0
Withdrawal,2979,1,Kashmir,0
Withdrawal,3310,3,Gujarat,0
Transfer,2058,19,Kashmir,0
Purchase,3922,1,Kolkata,0
Purchase,3214,10,Thrissur,0
Purchase,1302,18,Thrissur,0
Purchase,883,17,Gujarat,0
Purchase,4637,4,Gujarat,0
Withdrawal,3242,8,Kolkata,0
Transfer,4451,16,Gujarat,0
Purchase,299,8,Delhi,0
Transfer,2567,11,Kolkata,0
Transfer,2738,1,Kolkata,0
Transfer,4411,9,Thrissur,0
Purchase,2637,1,Mumbai,0
Transfer,880,13,Chennai,0
Purchase,3507,17,Delhi,0
Withdrawal,38843,22,Kashmir,1
Withdrawal,1912,12,Thrissur,0
Withdrawal,433,0,Mumbai,0
Transfer,3145,7,Gujarat,0
Withdrawal,4232,12,Delhi,0
Withdrawal,30374,3,Kolkata,1
Withdrawal,3113,19,Delhi,0
Purchase,2388,1,Gujarat,0
Purchase,23926,16,Gujarat,1
Withdrawal,3861,9,Gujarat,0
Purchase,4101,2,Coimbatore,0
Transfer,2694,2,Mumbai,0
Transfer,2453,15,Kolkata,0
Transfer,1319,15,Kashmir,0
Withdrawal,3267,21,Kolkata,0
Transfer,1261,10,Kolkata,0
Transfer,3163,3,Kolkata,0
Withdrawal,2239,13,Delhi,0
Transfer,171,16,Chennai,0
Transfer,3029,17,Chennai,0
Purchase,4296,11,Kolkata,0
Purchase,1645,20,Mumbai,0
Transfer,1096,0,Kashmir,0
Withdrawal,4352,16,Chennai,0
Purchase,2439,17,Coimbatore,0
Withdrawal,4884,22,Mumbai,0
Withdrawal,189,15,Chennai,0
Transfer,34103,1,Kashmir,1
Withdrawal,4806,6,Delhi,0
Purchase,4823,14,Mumbai,0
Purchase,2324,0,Coimbatore,0
Withdrawal,3164,19,Thrissur,0
Purchase,2400,11,Kolkata,0
Purchase,3694,15,Coimbatore,0
Purchase,29841,15,Kashmir,1
Withdrawal,3697,14,Kolkata,0
Transfer,3712,14,Thrissur,0
Purchase,2292,5,Bangalore,0
Withdrawal,3468,20,Bangalore,0
Purchase,92,19,Gujarat,0
Withdrawal,3498,5,Bangalore,0
Withdrawal,2822,20,Mumbai,0
Purchase,4893,16,Chennai,0
Withdrawal,102,21,Chennai,0
Withdrawal,2517,19,Coimbatore,0
Purchase,2801,17,Kashmir,0
Transfer,21542,2,Mumbai,1
Transfer,4769,1,Kolkata,0
Transfer,41,1,Bangalore,0
Purchase,2353,2,Chennai,0
Withdrawal,38965,16,Kashmir,1
Transfer,4603,1,Delhi,0
Purchase,3561,17,Mumbai,0
Transfer,607,16,Kashmir,0
Transfer,633,1,Gujarat,0
Withdrawal,4507,18,Kashmir,0
Purchase,2467,13,Bangalore,0
Transfer,4093,8,Kashmir,0
Withdrawal,2356,8,Kolkata,0
Purchase,776,16,Kashmir,0
Withdrawal,1875,8,Kashmir,0
Withdrawal,4366,4,Coimbatore,0
Purchase,2284,0,Chennai,0
Purchase,13047,14,Kashmir,1
Purchase,3581,22,Kashmir,0
Withdrawal,1194,22,Coimbatore,0
Purchase,1718,1,Kolkata,0
Purchase,13729,4,Gujarat,1
Transfer,3947,11,Bangalore,0
Withdrawal,4828,4,Bangalore,0
Withdrawal,4443,0,Gujarat,0
Purchase,2938,16,Mumbai,0
Purchase,3331,20,Coimbatore,0
Purchase,3453,21,Gujarat,0
Withdrawal,712,16,Gujarat,0
Withdrawal,3727,11,Gujarat,0
Transfer,876,14,Delhi,0
Transfer,2590,21,Chennai,0
Purchase,777,19,Gujarat,0
Transfer,1233,4,Thrissur,0
Withdrawal,8925,1,Bangalore,1
Withdrawal,4760,7,Delhi,0
Purchase,1147,18,Bangalore,0
Withdrawal,1773,16,Chennai,0
Withdrawal,1037,7,Delhi,0
Withdrawal,170,23,Mumbai,0
Transfer,3339,4,Kolkata,0
Withdrawal,623,18,Kashmir,0
Purchase,34040,4,Bangalore,1
Transfer,704,9,Gujarat,0
Withdrawal,2066,13,Kolkata,0
Transfer,3255,6,Kashmir,0
Purchase,3188,10,Chennai,0
Purchase,2469,1,Kashmir,0
Transfer,32833,2,Kashmir,1
Withdrawal,3758,6,Gujarat,0
Purchase,949,1,Thrissur,0
Purchase,1195,10,Chennai,0
Withdrawal,3526,14,Chennai,0
Transfer,4363,16,Gujarat,0
Purchase,4476,14,Mumbai,0
Transfer,2818,5,Thrissur,0
Transfer,2687,11,Kashmir,0
Transfer,1128,1,Kolkata,0
Transfer,3164,18,Kashmir,0
Purchase,382,18,Kolkata,0
Withdrawal,1971,4,Chennai,0
Withdrawal,530,1,Coimbatore,0
Purchase,426,17,Kolkata,0
Purchase,3487,13,Bangalore,0
Purchase,3293,9,Gujarat,0
Purchase,1698,18,Kashmir,0
Purchase,19,21,Chennai,0
Withdrawal,679,0,Mumbai,0
Transfer,3524,14,Chennai,0
Purchase,4648,15,Gujarat,0
Withdrawal,1846,1,Coimbatore,0
Withdrawal,178,7,Mumbai,0
Transfer,275,4,Gujarat,0
Transfer,1842,19,Gujarat,0
Withdrawal,4705,3,Chennai,0
Transfer,3677,6,Kolkata,0
Transfer,191,23,Coimbatore,0
Transfer,2390,23,Kolkata,1
Transfer,2974,8,Kashmir,0
Transfer,578,20,Chennai,0
Purchase,789,19,Thrissur,0
Transfer,182,4,Coimbatore,0
Transfer,1722,10,Mumbai,0
Withdrawal,141,0,Bangalore,0
